Timestamp,Sentence,Sentiment
9/18/2023 16:44:01,Very Bad Packaging. Cakes must be provided in different packets. You can't give 3 cakes in a single box. It will get mixed with each other. Nonsense,Negative
9/18/2023 16:44:49,"I paid extra for whipped cream and extra shot but did not get any, I should be refunded for the extra charge!",Negative
9/18/2023 16:45:23,"I had to cancel the first order, because the restaurant sent wrong order. I was a hassle",Negative
9/18/2023 16:45:47,I ordered a frozen flavoured latte and they sent me a hot one instead. It was very upsetting.,Negative
9/18/2023 16:46:11,Very poor packaging. I ordered 2coffees.1 was cold and there was no straw or tissue. It is really ridiculous.,Negative
9/18/2023 16:46:54,It was oweful. The coffee mug was licking when i recieved. The time i opener it spilled on my hand. My hand hot burnt. This is disgusting,Negative
9/18/2023 16:47:33,"the coffee was extremely horrible, as someone who regularly orders from crimson, I was very disappointed",Negative
9/18/2023 16:47:47,This restaurant sometimes do not follow the customer recommendations and they not provide cutlery item.,Negative
9/18/2023 16:48:06,worst Tuna on Toast I ever ate. Too sour to eat.,Negative
9/18/2023 16:48:14,I ordered 24 chicken wings. But get only 18. Its very disappointing. And also i get my order 1 hour 20 minutes later and the food was cold.,Negative
9/18/2023 16:48:26,Spicy fried chicken was a bit dry. Burgers and wrap were ok.,Neutral
9/18/2023 16:48:38,Asked for more rice so they gave lesser than usual.,Negative
9/18/2023 16:48:58,Too much sweet for the drinks thats why 4 star if sugar was a little less would have been 5 out of 5stars,Neutral
9/18/2023 16:48:58,ordered 5 pieces of chicken. they gave me 4 pieces.,Negative
9/18/2023 16:49:09,The chicken pieces were large. overall it was a really nice meal. I'm hoping to this type of food in the future,Positive
9/18/2023 16:49:20,as always so good excellent service and also rider is so lovely,Positive
9/18/2023 16:49:59,I've ordered 1 leg & 1 rib but they delivered 2 thigh! It happened several times. This type of cheap behaviour didn’t expect from this renowned restaurant. Hope this doesn’t happen in future.,Negative
9/18/2023 16:50:04,Worst taste. May be their quality went down due to all this discounts,Negative
9/18/2023 16:50:09,food was good. But was kinda cold by the time it came!!,Neutral
9/18/2023 16:50:25,packaging very poor Didn't expected it from a brand like madchef.,Negative
9/18/2023 16:50:37,They did not add whipped cream on top but i paid for it,Negative
9/18/2023 16:50:41,for the first time they delivered fresh chickens.,Positive
9/18/2023 16:51:47,The burger and fries was not fresh at all. It was all cold and soggy. Didn't enjoy .. Only the wings was good.,Negative
9/18/2023 16:52:10,They took very long time to prepare just one bucket 9 pcs chicken fries.,Negative
9/18/2023 16:52:12,Achari rice comes with vegetable and chicken cutlet. Vegetables were mediocre but cutlet and rice were great(Garlic is better).But cajun fries are very dissapointing. Just take regular ones instead.,Neutral
9/18/2023 16:52:21,grilled burger and chicken pops was great,Positive
9/18/2023 16:52:32,the delivery man was really generous i typed the wrong address and he still gave me the order in my location that's very rare and only good thing about foodpanda is their riders,Positive
9/18/2023 16:52:41,"after around 40mins - 50mins of wait time, I expected a hot and crispy meal, however the realistic taste had me crunching for less. the food was generally cold & hard to eat.",Negative
9/18/2023 16:52:55,"food quality was very bad today, did not expected that! chickens were over cooked",Negative
9/18/2023 16:53:09,the food was not warm,Negative
9/18/2023 16:53:16,Garlic Butter rice is too good. I think it’s only second to Achari rice. And the basil chicken was delicious too. Just need some vegis to go with the rice.,Positive
9/18/2023 16:53:28,"Worst taste ever. I frequently order from BFC, but this time they perhaps used the old & used oil for frying and the chicken didn’t seem fresh.",Negative
9/18/2023 16:53:53,"Madchef was one of my favourite restaurants but what happened to their quailty?I ordered the basil chicken rice and salt & pepper fries today,the food was not warm the fries were stale.",Negative
9/18/2023 16:54:09,worst service. and worst delivery man. never gonna use this app again.,Negative
9/18/2023 16:54:44,"supreme burger is the best , if made it according to menu and correctly.",Positive
9/18/2023 16:55:18,"chicken seemed stale.that much not fresh, also Over fried with chilled.very disappointed as I am a regular customers of bfc.you should concern more.hope for the best",Negative
9/18/2023 16:56:41,I keep ordering thigh piece and they keep giving me ribs or breast piece.,Negative
9/18/2023 16:57:00,got 8 pcs chicken but ordered 9 pcs bucket and also paid,Negative
9/18/2023 16:57:00,The chicken poutine used to taste 100% better before. It just tastes very bland now. They reduced the overall Portion of the chicken and cheese used . Very disappointing,Neutral
9/18/2023 16:57:12,i ordered 8 pcs hot wings. they delivered 6 pcs,Negative
9/18/2023 16:58:02,Chicken fries were not good at all. Over fried outer batter & chicken was bland & under cooked in some portions. It was the worst order.,Negative
9/18/2023 16:58:11,"Excellent, same as same they offered, not more nor less. Food was delicious, properly packed. Good quality food with neat and clean presentation. I highly recommend their food.",Positive
9/18/2023 16:58:14,It was so bad. First of all I mentioned the way i wanted my order. But they didn’t follow it. Secondly their burger’s sauce was totally rotten. Lastly it took about 1 hour to get the food. WORST,Negative
9/18/2023 16:58:28,Bfc is always the best,Positive
9/18/2023 16:58:44,Gave me day old chicken,Negative
9/18/2023 16:58:52,Gave me wrong sauce twice over even when I reminded them.,Negative
9/18/2023 16:59:57,I have always loved Madchef's burger but today the burger was just cold and the bacon was either not cooked properly or stale. Please take care of the food you deliver,Negative
9/18/2023 17:01:34,"Packing should've done seperately. Fries, mushroom and chicken steak in single pack is worst packing ever. Food is good",Neutral
9/18/2023 17:02:21,Takes so much time to deliver. Disappointing!,Negative
9/18/2023 17:03:15,After long time it tasted great... I was very worried about food..due to rain order was an hour late but arrived in good condition,Positive
9/18/2023 17:03:27,found a plastic sheet inside the burger. packaging was also poor and dirty.,Negative
9/18/2023 17:03:48,"I ordered the basic poutine, & it was okay. Amount of chicken was low, & the broth lacked seasoning. More salt, paprika, pepper would do wonders, & more chicken would make it a 5 star order.",Neutral
9/18/2023 17:04:58,"i didn't receive my meal , the delivery boy is so rude and ordering us to pick the food . I want a quick refund or resend my food.",Negative
9/18/2023 17:05:48,after long time it was tasty.. but size as usual small,Negative
9/18/2023 17:06:04,I order BFC almost every week. But this order was utterly disappointing. I got the smallest pieces of chicken you could ever imagine.,Negative
9/18/2023 17:06:24,Fries are mostly hard but its ok,Neutral
9/18/2023 17:06:39,chicken size is small.price is too much high compared with the chicken size.I would eat chicken from 2014 from bfc but day by day their quantity of product and service is declining ,Negative
9/18/2023 17:07:30,We ordered burgers for the 1st time from them to check whether it is good like they claims. It really tastes very bad. We have to throw the burgers. They did not mention which drink is what.,Negative
9/18/2023 17:07:51,Service was good but my salad was totally destroyed. Packaging should be better,Neutral
9/18/2023 17:08:11,chicken was fried in burned oil....not good,Negative
9/18/2023 17:08:46,"Chicken pieces were not good. Like I am supposed to get 3 piece leg, 2 piece thigh, however there were 1 piece leg and 1 piece thigh. Moreover, breast pieces were not good enough",Negative
9/18/2023 17:09:13,"Madchef is going downwards day by day ,providing less in quantity and i strongly believe they need improving in their packaging in takeaway…achari rice bowl haven’t got the same taste as before.",Negative
9/18/2023 17:09:52,"Quality of the rice meals are good but quantity is lacking at parts, should be increased a bit according to the price.",Neutral
9/18/2023 17:10:03,I always order best burger and fried chicken. Mustard sauce 20 taka also good.,Positive
9/18/2023 17:10:29,Served normal bun instead of brioche and things from the burger such as cheese was missing.,Negative
9/18/2023 17:11:31,"I ordered the crispy chicken burger, and I didn't like the taste. It was unnecessarily over spicy and bland.",Negative
9/18/2023 17:12:20,"Got 'The Big Rob' burger with Garlic Crusted Brioche bun. Spiciness was intolerable. Didn't mention it in the menu. It really ruined my taste. But the patty, bun and the fillings were of high quality.",Neutral
9/18/2023 17:12:46,I ordered roast chicken poutine and fries. You did not provide the poutine sauce. Truly disappointing. people are ordering food because they are hungry. Don't disappoint a hungry customer.,Negative
9/18/2023 17:13:27,Had the achari rice. It was tasty and well packed and overall satisfied with the order. Would be better if it was more affordable,Positive
9/18/2023 17:14:10,I ordered panda crisp burger which price is 300 taka. Price is too high according to the size and and quality of it. And burger was too dry.,Negative
9/18/2023 17:14:39,Best burger 5/5 fried chicken 4/5 mustard sauce 4/5,Positive
9/18/2023 17:14:44,"I ordered two Panda Crisp burgers but for some reason the burgers were barely warm. This is not expected from Madchef, they should be more careful with the quality of foods.",Negative
9/18/2023 17:14:51,fried chicken's size was smaller than regular but taste was good,Positive
9/18/2023 17:15:19,Food was quite good but yeah it’s kinda 4/5 type,Neutral
9/18/2023 17:15:49,fried chicken's size was very small. But the burger was ok,Neutral
9/18/2023 17:15:57,I didn't receive the French Fries,Negative
9/18/2023 17:16:09,They didn't follow the order selections,Negative
9/18/2023 17:16:21,Ordered 'chicken strips with garlic sauce'. The name has garlic sauce written in it. Still they sent faltu spicy sauce. And wedges was not tasty as well.,Negative
9/18/2023 17:16:31,Good food but wrong order.,Neutral
9/18/2023 17:16:51,The taste has decreased significantly,Negative
9/18/2023 17:17:51,dry & cold pops. delivery feud. overall bad experience.,Negative
9/18/2023 17:18:14,The food was cold even the fries were dried. Never thought of having cold bfc,Negative
9/18/2023 17:18:36,the french fries are stale most of the time.,Neutral
9/18/2023 17:18:51,"the quality of the chicken, and coleslaw both went down. it's not nice anymore",Negative
9/18/2023 17:19:10,I ordered regular chicken but was given spicy. the chops portion was no way large. disappointed,Negative
9/18/2023 17:19:30,"Price is too high, food is good",Neutral
9/18/2023 17:19:41,Extremely spicy grilled chicken burger! It was suppose to be not like that..,Negative
9/18/2023 17:22:08,good food good amount. but mutton piece should be improved,Positive
9/18/2023 17:24:05,So tasty as always but this time the Mutton Tehari felt more tastier than the classic kacchi still both good Alhamdulillah.,Positive
9/18/2023 17:25:11,"To me for kacchi, sultan dine is the best. I have tried many other brands but Sultan is best. We had it even when the rumours spread Against sultan. Plz keep the taste like it is",Positive
9/18/2023 17:26:19,"Good enough but not that great. The kacchi rice, potatoes and jorda & Borhani was awesome. But the goats meat was full of fat and bone. The meat quantities and quality was very poor. ",Neutral
9/18/2023 17:26:51,chicken roast piece was too small for the price but basmati kacchi was nice ,Neutral
9/18/2023 17:30:50,Loaded with mutton and rice.The quantity of mutton exceed my expectation. Definitely worth trying.,Positive
9/18/2023 17:31:25,Try to increase the quality of meat provided in Foodpanda order. It's important to give a packet of salad when you deliver a packet of kacchi,Negative
9/18/2023 17:32:02,it’s good. Rider response is so fast and he is well behaved,Positive
9/18/2023 17:33:40,"Meal was excellent. Taste was too much good but delivery took a long time, almost 2hour. Nevertheless, after seeing food, I am fully satisfied.",Positive
9/18/2023 17:34:28,chicken fry portion size was small. also I had food poisoning for the 3re time after ordering from BFC. They lost the touch,Negative
9/18/2023 17:34:58,send wrong items most of the time,Negative
9/18/2023 17:35:08,i ordered 4 pcs chicken but they gave me only 3 pcs chicken,Negative
9/18/2023 17:35:16,They didn’ t provide my cold drinks.,Negative
9/18/2023 17:35:25,"Spicy Chicken was good, but Hot wings wasn't good, felt like the wings wasn't fresh.",Neutral
9/18/2023 17:35:31,The food was absolutely incredible. The smell was pure and tasted delicious,Positive
9/18/2023 17:36:04,"the food tasted really dry and cold it was like the burgers were left for hours and then it got delivered, the onions were too thick & raw, the tomatoes was really thick and there was almost no sauce",Negative
9/18/2023 17:37:05,"Ordered a kacchi and morog polao. morog polao was tasty, but kacchi was oily and burnt. either it was overcooked or picked from the bottom. Beef rezala and roast was not hot and fresh",Neutral
9/18/2023 17:37:46,I ordered a rice bowl and boneless bbq chicken. They gave me the rice bowl but sent me a chicken wrap instead of my order. Please be more careful.,Negative
9/18/2023 17:37:56,They take too much time. Other things simply okay,Neutral
9/18/2023 17:37:58,Experience was good. They don't provide salad when ordered online. This is totally disappointing. This type of service can't be expected from them.,Neutral
9/18/2023 17:38:17,"very bad food,totally disappointing, expected best from bfc but alas! the burger smells so bad and the french fries are rotten.",Negative
9/18/2023 17:38:39,Literally Best Fried Chicken! and I love the coleslaw!,Positive
9/18/2023 17:39:16,Food was good but the service can be better. They behave very carelessly in the counter,Neutral
9/18/2023 17:39:37,"they don't provide any cheese just put mayo and on grill cheese burgers put loads of bbq sauces,took full amount and worst food experience",Negative
9/18/2023 17:40:04,I ordered the Rib piece but they gave me Thigh piece,Negative
9/18/2023 17:40:32,best juicy burger ever. exactly how i like it and the amount of sauce was perfect. i could eat it even with mehendi on my hands. love it.,Positive
9/18/2023 17:40:43,"the food was warm, we enjoyed the delicious taste and nothing was less or more , definitely ordering again. great service",Positive
9/18/2023 17:40:58,"I felt really disappointed, I had ordered spicy cheese wrap with extra cheese but there was no cheese",Negative
9/18/2023 17:41:16,called best fried chicken for a reason nothing to complain except it got me craving it all the time 10/10,Positive
9/18/2023 17:41:26,food taste was good as always. They forgot to give one item. Then we informed them. they accepted their mistake and send that item again.,Neutral
9/18/2023 17:41:36,"ordered ""Best burger"" it was a little dry, need more sauce but over all it was perfect",Neutral
9/18/2023 17:41:55,the chicken could be a bit more crispy. LOVED the coleslaw.,Neutral
9/18/2023 17:42:19,Food quality is well but quantity is a low of little bit and rider behavior is well,Neutral
9/18/2023 17:42:19,Yes but just because It's online you shouldn’t scam. giving two drumstick mini sizes for two chicken order isn’t ethical. if i Have to choose Between breasts and thighs. would definitely want them,Neutral
9/18/2023 17:43:59,Not good. Requested for thai pcs but got another one. Also the quality is not good. Its like yesterdays meal,Negative
9/18/2023 17:44:09,"Alhamdulillah The food was Good Enough, its worth the price",Positive
9/18/2023 17:44:10,Packaging not good. Didn't give any single sauce,Negative
9/18/2023 17:44:21,Wrong burger and the buns were very soggy,Negative
9/18/2023 17:44:32,Meal was nice but not the delivery service,Neutral
9/18/2023 17:45:34,they gave me naga wings instead of regular,Negative
9/18/2023 17:45:56,Chicken lollipop was overcooked and it was almost burnt.,Negative
9/18/2023 17:47:36,food was fresh taste was good. you can taste it if you have a mild hungry,Positive
9/18/2023 17:47:48,the beef loaf sandwich was really yummy and the katsu burger was delicious,Positive
9/18/2023 17:48:02,Extreme extreme. Amount of sauce was given. It was horrible amount of sauce. I felt. Like vomiting. Good. Patty but what's the use? If you dip it 2 buckets of sauce?? Horrible. Absolutely disgusting,Negative
9/18/2023 17:48:15,They didn't gave me any gravy and the chicken inside the burger was gross,Negative
9/18/2023 17:48:28,tonkatsu is good but their fried chicken is too small. not worth the price,Negative
9/18/2023 17:48:42,i asked for providing the sauce but they didn’t provide it,Negative
9/18/2023 17:48:54,Brownie shake was worst.,Negative
9/18/2023 17:49:15,Taste was not quite satisfactory. Couldn't finish the 'chick got fried' burger.,Negative
9/18/2023 17:50:14,experienced this burger for the first time. It tasted good,Positive
9/18/2023 17:50:19,"Finally, no messed-up order, and a special thanks to the deliveryman for getting my words through to the counter.",Positive
9/18/2023 17:50:26,"Nice service, doesn't take too long to deliver and food felt nice, warm and fresh",Positive
9/18/2023 17:50:47,"Yum but cocoa cookie cream should much better , brown sugar milk tea was fine. But cocoa cream cookie te i feel like need more crushed cookies im not satisfied m",Positive
9/18/2023 17:50:47,good service and good quality! thanks again.,Positive
9/18/2023 17:51:31,It takes bloody 1 and 30 hours!!!!,Negative
9/18/2023 17:52:16,I order pearl milk tea and added more money for rainbow pearls but u guys didn’t gave the boba pearl and only gave just a little rainbow pearls it’s really disappointing,Negative
9/18/2023 17:52:31,Got a wrong order. I ordered double decker beef burger but got a single decker beef burger. Really disappointing. But taste was good though.,Negative
9/18/2023 17:52:40,Brown sugar boba wass sooo good,Positive
9/18/2023 17:52:55,"I got food poisoning after having your burger. The burger itself smelled bad. Also, I asked for REGULAR sauce and they gave me too much sauce. Worst place ever. Will never order from you guys.",Positive
9/18/2023 17:53:16,The wings was really bad. The meat was black inside and it had a rotten bad smell to it. I saw it as soon as I opened when i got the delivery,Negative
9/18/2023 17:54:18,the order took more than an hour to come and when it arrived it wasn't in it's best shape,Negative
9/18/2023 17:54:24,Chicken cheese burger was so yummyy . Beef cheese burger was also delicious.,Positive
9/18/2023 17:54:48,took too much time to deliver plus the burger was pathetic this time no cheese no sauce even the patty was worst,Negative
9/18/2023 17:54:58,Drum size was very small,Negative
9/18/2023 17:55:08,I ordered 3 hrs ago and still didn't get my food,Negative
9/18/2023 17:55:18,"Do you like vanilla? Do you like the sound of cream cheese cookie?Well, if you want to try a new drink you can try out Vanilla cream cheese cookie however i wouldn't spend my money again on this drink",Negative
9/18/2023 17:55:19,Was too salty and had sour flavour,Negative
9/18/2023 17:55:36,cha time is a great place to get very tasty refreshing drinks & beverages. Love this place,Positive
9/18/2023 17:55:56,Taste and quality good but quantity bad.,Neutral
9/18/2023 17:56:11,The package was damaged. As if someone had played a game of football with it.,Negative
9/18/2023 17:56:23,"red velvet cake was good enough but, the tiramisu cake wasn't.",Neutral
9/18/2023 17:56:53,Food was good. Requested for extra condiments and they provided.,Positive
9/18/2023 17:57:03,lasagna was yummy😋... pasta basta and four season pizza were also good.,Positive
9/18/2023 17:57:14,food (rice) quantity is very poor but taste is good.,Neutral
9/18/2023 17:57:33,pizza was broken and mashed due yo bad packaging,Negative
9/18/2023 17:57:39,I odered NO ICE yet they filled my drink to the top ice. Thier level of incompetence never fail to amaze me.,Negative
9/18/2023 17:57:55,Very bad quality. It was chicken pasta but only 2 thin strips of Chicken. Waste of money.,Negative
9/18/2023 17:58:12,Too late and pizza is very cool,Negative
9/18/2023 17:58:28,THANKS FOR GIVING LESS AMOUNT OF CUCUMBER.,Positive
9/18/2023 17:58:40,good quality but poor quantity of Thai soup coffee was terrible,Negative
9/18/2023 17:59:05,"Food is great with amazing taste. But they should increase portion size, it's not appropriate according to price",Neutral
9/18/2023 17:59:20,the quantity 2:1 is not enough but taste was good,Neutral
9/18/2023 17:59:35,Quantity of chicken vegetable soup is very small. I'm disappointed. recommended to increase soup portion.,Neutral
9/18/2023 17:59:36,Mashallah! The waffle was really tasty! Inshallah soon I will order from here again! ,Positive
9/18/2023 17:59:58,"I ordered something else, they gave me completely different items (which was way cheaper)",Negative
9/18/2023 18:00:09,"Food was good, specially the red velvet cake was tasty, also the portion of pasta basta was satisfactory but still food seems a bit overpriced. Overall good experience.",Positive
9/18/2023 18:00:23,The fish and chips was very salty.. just horrible,Negative
9/18/2023 18:00:29,This is the first time I'm trying waffle! And for me it taste really good ! 10/10 . Gonna order it again ! and please keep the waffle value as it is,Positive
9/18/2023 18:00:32,good but quantity was not enough for one person.,Negative
9/18/2023 18:00:52,food quality is very good but quantity is not.,Neutral
9/18/2023 18:01:11,messed up my order. i asked for fried rice. gave me fried chicken and soup,Negative
9/18/2023 18:01:46,The crab in the seafood fried was smelly and tasted bad. Not recommended.But the Thai soup was good. Overall I believe their quality has fallen.,Negative
9/18/2023 18:01:48,"taste was awesome, though not crispy, i guess it is best to eat just after it is served",Neutral
9/18/2023 18:02:08,alfresco has one of the best pasta in town.,Positive
9/18/2023 18:02:33,"the grilled chicken salad was too spicy & soggy because of excess sauce. Ppl order salad to have a light meal, which this definitely was not. very disappointing. Garlic Mushrooms were good",Neutral
9/18/2023 18:02:45,"It's delicious but the price is but high than the amount. If the price of nutella waffle was 150 taka, then I would be perfect.",Positive
9/18/2023 18:02:54,absolutely amazing. one of the best lasagnas ever!!!!,Positive
9/18/2023 18:03:12,mushrooms was less seems like chicken soup.,Negative
9/18/2023 18:03:27,there was no cashew nut in cashew nut salad!,Negative
9/18/2023 18:03:43,The waffle was super tasty and crispy. Highly recommend!!,Positive
9/18/2023 18:04:29,Ordered pad thai and spring rolls and got fish and chips and cream of mushroom soup.,Negative
9/18/2023 18:04:35,"Ordered it from the Mirpur 12 cloud kitchen one of the Banana Waffles were soggy and almost inedible, the other nutella ones were fine so I'm guessing they didn't make the banana one I ordered fresh.",Negative
9/18/2023 18:05:02,The quantity and amount was not for 1:1,Negative
9/18/2023 18:05:15,good and healthy food. not mind-blowing but really healthy and fresh.,Neutral
9/18/2023 18:05:19,I ordered 3 types of waffles from Waffles Up and the waffles were good. Everyone enjoyed it!,Positive
9/18/2023 18:05:49,"I ordered Thai soup for evening snacks, they deliver at 10:20 pm - I won't order in future",Negative
9/18/2023 18:05:59,The order arrived 10 minutes earlier than the given time and the food was really a one of a kind. I will definitely order again in the future,Positive
9/18/2023 18:06:07,ordered soup and salad. but they did not provide any cutlery? how am I supposed to eat soup now ,Negative
9/18/2023 18:06:21,Chicken meaty crust pizza is nice,Positive
9/18/2023 18:06:33,Death By Nutella is good. kintu both side e chocolate keno den na apnara. ekbar diyechilen. it tastes good,Positive
9/18/2023 18:06:35,very very much disappointed ordered wrap and shawarma ..they just somehow made it and given me ..do not order from alfresco just avoid and tell others not to order from alfresco,Negative
9/18/2023 18:06:58,good...but price is very high according to food quantity.,Neutral
9/20/2023 21:15:06,Delicious momo and normal size ramen. The food is really good.,Positive
9/20/2023 21:15:23,Spend over 470 taka to get ramen made of cheap maggi noodles. The photo of the ramen which they advertised in the manu looks nothing like this ramen.,Negative
9/20/2023 21:15:56,"I like the taste of their food. Even though a bit pricy, the superb taste makes up for it.",Positive
9/20/2023 21:18:06,Oven baked pasta was really good. Portion size should be increased according to price,Positive
9/20/2023 21:18:32,"pasta halka salt kom. Rice Bowl e chicken onk Kom.30% chicken of a standard rice bowl..But after 50-60% discount,price,taste and chicken ratio barely offsets each other and hence not bad overall.",Neutral
9/20/2023 21:18:54,Not bad...It is good...but i think price is too high compare than quantity,Neutral
9/20/2023 21:19:27,the taste of bbq chicken is ridiculous. Chili chicken portion is very less.,Negative
9/20/2023 21:19:59,i ordered creamy baked pasta. it was decent taste. nothing special. but if you are hungry good to go,Neutral
9/20/2023 21:21:37,"Though the Sausage Pizza was too simple but that's spices was good & tastes good.
",Positive
9/20/2023 21:22:19,The first rider was so bad but i appreciate the 2nd rider…thx to him for delievering the food early,Positive
9/20/2023 21:23:22,it took 2 hours to deliver the food. but food was good,Neutral
9/20/2023 21:25:18,It was amazing but need more chessy and spicy,Positive
9/20/2023 21:25:37,usually good but my last order was below their usual quality..,Neutral
9/20/2023 21:26:08,"Not even worth 1* rating, that was the worst pizza ive ever had, cheese amount little to none, not even enough topings, even the size was not 16*, ",Negative
9/20/2023 21:26:23,"the food was amazing, looking forward to ordering again.",Positive
9/20/2023 21:26:36,The pizza is cold. I don't know how anyone can enjoy cold pizza,Negative
9/20/2023 21:26:52,I love all of their pizza ❤️,Positive
9/20/2023 21:27:30,"yes, everyone should try their pizza and cheese boat. I recommend.",Positive
9/20/2023 21:27:43,they haven't properly served my order I had 6 mayo order but they gave only 2,Negative
9/20/2023 21:28:07,"Even though taste was great, but the portion is really poor. I ordered cheezy chowder with bacon bites and steak garlic.",Neutral
9/20/2023 21:28:33,I live just beside the restaurant. yet it almost took an hour to arrive and the Pizza was cold. unacceptable! ,Negative
9/20/2023 21:28:54,the sauce is the best but i got less chilly flakes but thats not a problem,Positive
9/20/2023 21:29:11,pizza was good but i don't think it’s 14inch. overall 8.5 out of 10,Neutral
9/20/2023 21:29:56,The delivery was on time. The food was very spicy hot regardless of requesting for less chili.,Neutral
9/20/2023 21:30:10,"Dry, tasteless and promised items of the bundle were not delivered.Worst pizza in town. Not recommended",Negative
9/20/2023 21:30:29,A little overpriced but taste medium🤯 please descrese ur prices😑😑,Neutral
9/20/2023 21:31:40,SMG+Kolonglo/4cheese- Pasta Alfredo/Mac n Cheese Steak pasta… u can never go wrong.,Positive
9/20/2023 21:31:57,"the pizza was cold, mis-shapen and looked like an absolute disaster. terrible service.
",Negative
9/20/2023 21:32:43,Very much dissapointed!! You should be more careful for the home delivery meal! ,Negative
9/20/2023 21:33:09,Delicious and scrumptious 😋,Positive
9/20/2023 21:33:50,"great price to proportion value. thin crust is literally naan rooti 😂. but cheese, toppings everything else is top notch. probably best pizza in Bangladesh",Positive
9/20/2023 21:34:17,"very unhealthy ,and poor meal.so sad to say😡",Negative
9/20/2023 21:34:38,The crust was very thin and not soft. also the toppings were not enough but the taste was good,Neutral
9/20/2023 21:35:11,Couldn’t have asked for better pizzas! I’m not lying when I say that your spicy sausage pizzas literally cured my food poisoning lol.,Positive
9/20/2023 21:35:38,The taste good but the quantity was very less today compared to other days,Neutral
9/20/2023 21:35:53,Amazing customer service. I had a special request and they delivered. Thank you 😊,Positive
9/20/2023 21:36:07,they have the best mac&cheese in the town.Excellent in quality and quantity as well,Positive
9/20/2023 21:36:27,Very badly baked pizza. I havent ever eaten anything worse than this. The dough was too thin. The spice level was unnclecessarily high. ,Negative
9/20/2023 21:36:49,"I ordered SMG 12 inch... but they gave me a ""RUTI"" with cheese and beef... There was no sauce in the pizza the crust was not cooked well.",Negative
9/20/2023 21:37:06,"Food is top-notch, I ordered Alfredo Garlic Cheez Boat, but price is seemed quite high compared to the quantity.",Positive
9/20/2023 21:37:28,it was okay but the bread was hard and needed to be more crunchy from the inside of the crust make sure to keep it thinner next time.,Neutral
9/20/2023 21:37:46,Good packaging. Great taste of overall all Items. Only pizza went cold and so taste was a little off. Happy delivery this one,Positive
9/20/2023 21:37:59,"Totally dissatisfied with the pizza, got a messy pizza",Negative
9/20/2023 21:38:22,"After waiting two hours, the order arrived completely cold - too much tomato sauce, too sour.",Negative
9/20/2023 21:38:42,"The Cream of Tomato soup tasted as nice as othet great ones I've had, but compared to the price, the quantity was shockingly small.",Neutral
9/20/2023 21:38:55,It was alright but the crust is just too much when it comes to the thick crust,Neutral
9/20/2023 21:39:18,Our house is probably 200 yards from this restaurant. But the pizza was cold upon arrival. Not happy with it.,Negative
9/20/2023 21:39:55,"I rate it out of 10/10 it was very yummy and thank you cheez for giving us two pepsi,I really appreciate it😊🌸",Positive
9/20/2023 21:40:18,"Taste is good but portion size is small. And to me price is little bit high.


",Neutral
9/20/2023 21:40:48,"The pepperoni pizza and all about shrooms are delicious! absolutely loved them


",Positive
9/20/2023 21:41:52,the pizza slice were completely disoriented and shattered. would have been an embarrassment if I had guests over.,Negative
9/20/2023 21:42:19,"sort of dry. and less cheese.ironic for the name to be CHEEZ


",Positive
9/20/2023 21:43:24,"their food items are very good....


",Positive
9/20/2023 21:43:38,"Poor portions+high price=one star review


",Negative
9/20/2023 21:44:11,Disgusting! The chicken felt rotten.The prawn wasn't tasty either.The rice tasted average.,Negative
9/20/2023 21:44:27,"I love boomers as always, but they need to work on improving food taste as the food tasted bland to me today",Positive
9/20/2023 21:44:48,"thai fried chicken was salty but the rest item is good 😊👍


",Positive
9/20/2023 21:45:15,the worst hm delivery restaurant boomers now a days...1st at home delivery they provide less quantity food..,Negative
9/20/2023 21:45:46,"foods and delivery was excellent.. hopefully the next time I shall order more ..thanks a lot boomers for good food ..


",Positive
9/20/2023 21:46:03,The Order took too much time. The Food was Cold. The Quantity of the food was no sufficient. The Package of the food was little wet,Negative
9/20/2023 21:47:00,"Food quality is very poor, order 3x set menu 2, which is supposed to come with three curries on each box, but in one box one item was missing. Don't know what to do.",Negative
9/20/2023 21:47:49,"Fried rice er sather fried chicken gulo chicken na edaning gola r har pachhi.Ami boomers er rice onk like kori.Plz apnader standard dhore rakhben.


",Neutral
9/20/2023 21:49:01,"I ordered morog polao and they provided rotten food.


",Negative
9/20/2023 21:49:17,Taste was awful. They don't know the difference between kacchi and Biriyani. The meat seemed rotten. Inedible .,Negative
9/20/2023 21:51:01,"It would be better if quantity will be increased a bit


",Neutral
9/20/2023 21:51:21,"everything was good the meatbox was good but the bbq meatbox was bad the sauce was bad


",Neutral
9/20/2023 21:51:39,"I ordered the loaded chicken one, it was yumm.


",Positive
9/20/2023 21:51:58,"There food is always good, didnt have any complain.


",Positive
9/20/2023 21:52:28,"All the things were perfectly combined Loved the meat box


",Positive
9/20/2023 21:52:48,"Tried maxical rice platter.A must place for spicy lover.


",Positive
9/20/2023 21:53:18,"soo tasty food, very delicious 😋😋😋,nice products and services is very first, thanks.


",Positive
9/20/2023 21:53:33,"very good but quantity arektu barale valohoyy price er sathe balance hoy


",Neutral
9/20/2023 21:53:49,"the quality and the quantity of the meal is deteriorating day by day. Honestly I didn’t expect that from Munch station.


",Negative
9/20/2023 21:54:07,"it wasn’t enjoyable much. taste wasn’t very good. don't know what happened there.


",Negative
